zone,total_rides,total_revenue,avg_monthly_rides,avg_monthly_revenue,avg_ride_growth_rate,avg_revenue_growth_rate,recent_ride_growth_rate,recent_revenue_growth_rate,ride_growth_volatility,revenue_growth_volatility,growth_consistency,market_share_percent,data_months,volume_index,normalized_avg_growth,normalized_recent_growth,growth_rate_index,normalized_volatility,consistency_index,overall_growth_index,volume_rank,growth_rank,consistency_rank,overall_rank,growth_category
Aya Nagar,870,411024.0,72.5,34252.0,-2.1444268376700277,0.8662088827985112,-13.043478260869568,1.3505198043851419,9.66090256539952,16.030399430578573,0.45454545454545453,0.58,12,91.6754478398314,0.05338198717987874,0.25965840274859725,13.589255340736614,0.7356261558704726,65.13019454729671,52.47739485243308,44.0,170.0,12.0,154.0,Stable
Jama Masjid,849,419219.0,70.75,34934.916666666664,-1.148357952690131,0.1288877446384414,-1.6129032258064502,1.062566410400656,17.73953420103177,24.339174819896158,0.45454545454545453,0.5660000000000001,12,89.46259220231822,0.18301713778172074,0.38832547818591945,26.514047394340025,0.5145516872729119,49.65498174546747,52.34089114207171,89.0,151.0,95.0,155.0,Stable
Pulbangash,860,406207.0,71.66666666666667,33850.583333333336,0.5843398609610243,1.2460476024656832,-19.753086419753085,-31.963403297617297,21.343933383806082,24.24855141923689,0.36363636363636365,0.5733333333333334,12,90.62170706006323,0.4085221660054296,0.18413239845872026,31.876625898674586,0.4159160927954134,40.023217404769845,51.94412769891976,69.0,131.0,148.0,156.0,Stable
Kherki Daula Toll,824,409104.0,68.66666666666667,34092.0,-0.21875127007073789,-0.06708724498973256,-18.42105263157895,-9.155636695572799,18.471810093042194,19.703262672881902,0.5454545454545454,0.5493333333333333,12,86.82824025289779,0.30400244725083037,0.1991262978366895,26.2051987485174,0.4945127114915463,50.9795261680446,51.82440942568967,148.0,153.0,82.0,157.0,Stable
Vishwavidyalaya,895,430321.0,74.58333333333333,35860.083333333336,-0.4100267774700422,0.9775696118211257,-25.609756097560975,-21.192261185006046,18.053423082254493,17.0493409030056,0.45454545454545453,0.5966666666666667,12,94.30979978925184,0.2791085572979753,0.11820740720198564,21.47480972595794,0.5059620125922486,49.05370451782103,51.598975182505036,14.0,161.0,97.0,158.0,Stable
Tilak Nagar,900,430719.0,75.0,35893.25,-1.9336776719128046,-0.8494757788394112,-18.9873417721519,-22.154954402636218,12.316597302654369,17.53979835773813,0.45454545454545453,0.6,12,94.83667017913592,0.08081031091744995,0.1927519232014738,12.55869558310595,0.662952177246863,60.04301604364404,51.48738410007637,11.0,171.0,31.0,159.0,Stable
Saidulajab,862,428008.0,71.83333333333333,35667.333333333336,-0.22816878447816,0.8462382372034337,-13.432835820895528,-23.788009955632504,19.973676277115704,27.80234446573968,0.36363636363636365,0.5746666666666667,12,90.83245521601685,0.30277678814541037,0.2552756399921936,28.377632888412364,0.45341363883619146,42.648045627624306,51.39520340845729,62.0,143.0,136.0,160.0,Stable
Khan Market,832,399239.0,69.33333333333333,33269.916666666664,-0.3197683330916066,0.042492603485181295,-11.764705882352944,-7.701971106391891,19.989041395583904,20.39294725172864,0.36363636363636365,0.5546666666666666,12,87.67123287671232,0.2908554025277835,0.2740527706250209,28.41343497666785,0.4529931672076407,42.61861261362576,50.45232763776857,125.0,142.0,137.0,161.0,Stable
Noida Sector 62,834,389106.0,69.5,32425.5,0.36109716235334877,1.9401524523266418,-17.721518987341767,-18.011790484140235,23.38729264695284,29.326741211650557,0.45454545454545453,0.5559999999999999,12,87.88198103266596,0.37946784928982247,0.20700052532725016,31.04809197047935,0.35999888012518644,38.83628524512668,50.434716671529536,122.0,134.0,156.0,162.0,Stable
Badshahpur,868,418624.0,72.33333333333333,34885.333333333336,-1.81194475610203,-1.6454140027812956,-15.000000000000002,-24.12345561226924,14.344869542613681,16.957546743815985,0.45454545454545453,0.5786666666666667,12,91.46469968387777,0.09665345702139597,0.23763501989766914,15.304608217190523,0.6074478260344072,56.15771145877213,50.408566629671185,48.0,169.0,51.0,163.0,Stable
Vasant Kunj,873,413000.0,72.75,34416.666666666664,-0.09316883387091773,2.392842023356854,-27.77777777777778,-18.650477707006374,22.27087157080211,25.75645366418534,0.5454545454545454,0.582,12,91.99157007376185,0.32034659600921517,0.09380329732802731,22.972927653674002,0.3905501179180485,43.702144617899755,49.89728546896808,39.0,156.0,130.0,164.0,Stable
Laxmi Nagar,797,370702.0,66.41666666666667,30891.833333333332,-1.225944671217948,-2.9718389725306027,-20.895522388059707,-22.196615052214618,12.857797162724925,13.882835621722894,0.45454545454545453,0.5313333333333333,12,83.9831401475237,0.17291947677380834,0.1712726871611244,17.226076092873477,0.6481420612685017,59.00630792515875,49.78726485895412,174.0,165.0,36.0,165.0,Stable
Nirman Vihar,846,416615.0,70.5,34717.916666666664,-1.5360814530402762,-2.1446119136753725,-11.111111111111116,-23.69263018534863,16.29421605351837,17.034136085355765,0.36363636363636365,0.5640000000000001,12,89.14646996838778,0.1325561755754986,0.28140989198408184,19.209766213893186,0.5541033039113812,49.696322182887585,49.336744130939884,98.0,163.0,94.0,166.0,Stable
Vaishali,869,403419.0,72.41666666666667,33618.25,0.12259284565349902,-1.4466789424807631,-13.698630136986301,-15.267331948143159,26.572433043109466,21.402059910953263,0.36363636363636365,0.5793333333333334,12,91.57007376185459,0.34842728223586966,0.2522837540009501,30.99698709419019,0.2728364431868371,30.007641932169506,48.8721095458833,45.0,136.0,171.0,167.0,Stable
Sonipat,857,385030.0,71.41666666666667,32085.833333333332,-1.942297494373436,0.37535718279799857,-23.076923076923073,-26.53055896404981,13.26704839077759,23.94641051932212,0.45454545454545453,0.5713333333333334,12,90.30558482613277,0.07968846884438124,0.14671797787204274,10.650027245544583,0.6369427639313653,58.222357111559205,48.818393479525426,72.0,172.0,39.0,168.0,Stable
Shastri Nagar,868,426250.0,72.33333333333333,35520.833333333336,-1.4559363506742236,-2.347213613769932,-20.731707317073166,-22.279752098532988,17.42308943850786,15.296340607779324,0.45454545454545453,0.5786666666666667,12,91.46469968387777,0.14298680198286093,0.17311665441839189,15.503874295707332,0.5232113045039901,50.261154951642936,48.71930610893914,48.0,167.0,91.0,169.0,Stable
Meerut,834,391872.0,69.5,32656.0,0.25896481004016114,1.987611901820558,-20.833333333333336,-3.8175601493145916,24.92636649437576,24.124468210700496,0.36363636363636365,0.5559999999999999,12,87.88198103266596,0.36617565326493845,0.17197271176805,28.84944766661831,0.31788160726294923,33.160803417497355,47.852614401696314,122.0,141.0,164.0,170.0,Stable
Faridabad Sector 15,831,383063.0,69.25,31921.916666666668,-2.3879273120702305,-2.9667475057980655,-19.17808219178082,-31.66662280586331,13.930517182970782,17.063453659283667,0.5454545454545454,0.5539999999999999,12,87.5658587987355,0.02169118632615331,0.19060487356608288,8.925666122212514,0.6187867175511548,59.67870659221719,47.743636066170815,128.0,175.0,34.0,171.0,Stable
IMT Manesar,840,420213.0,70.0,35017.75,-1.590668336190671,-1.7166247304991957,-29.411764705882348,-43.11320241527498,17.893830078886154,21.9696856565849,0.5454545454545454,0.5599999999999999,12,88.51422550052686,0.1254518689107749,0.07541049393037497,10.543531891861493,0.5103293287421677,52.0866893755881,46.39768721957908,108.0,173.0,75.0,172.0,Stable
Palam Vihar,818,378228.0,68.16666666666667,31519.0,-0.8651776914241102,0.67213073964791,-23.529411764705888,-24.53798471961943,20.236723435317487,21.96752858541824,0.36363636363636365,0.5453333333333333,12,86.19599578503689,0.21987213483087611,0.14162458616192353,18.857311536329508,0.4462152649854686,42.1441594580737,46.04497118746498,159.0,164.0,138.0,173.0,Stable
Jhilmil,824,395684.0,68.66666666666667,32973.666666666664,-0.6678245161047229,1.3531772336777252,-34.14634146341463,-32.419786096256686,23.108395798850726,34.888645576466814,0.45454545454545453,0.5493333333333333,12,86.82824025289779,0.24555701364806437,0.022116224573274817,15.618069801814855,0.3676309860644844,39.370532660877544,44.106859794858536,148.0,166.0,150.0,174.0,Stable
Chhatarpur,829,387506.0,69.08333333333333,32292.166666666668,-2.5545944210871556,-1.2886951606149941,-17.85714285714286,-13.911572132715367,17.232278561854024,23.434078096450122,0.36363636363636365,0.5526666666666666,12,87.35511064278188,0.0,0.2054738893852026,8.218955575408105,0.5284329082435175,47.89939448613713,43.86393376883895,134.0,176.0,106.0,175.0,Stable
Mandi House,800,375836.0,66.66666666666667,31319.666666666668,-1.3766958415993094,1.0266287084137402,-36.111111111111114,-43.09526349477277,29.703737410668094,32.44434525110095,0.36363636363636365,0.5333333333333333,12,84.29926238145417,0.15329969849292555,0.0,9.197981909575532,0.18714724725643406,24.009398217041294,36.17179094337885,171.0,174.0,174.0,176.0,Declining
