zone,total_rides,total_revenue,avg_monthly_rides,avg_monthly_revenue,avg_ride_growth_rate,avg_revenue_growth_rate,recent_ride_growth_rate,recent_revenue_growth_rate,ride_growth_volatility,revenue_growth_volatility,growth_consistency,market_share_percent,data_months,volume_index,normalized_avg_growth,normalized_recent_growth,growth_rate_index,normalized_volatility,consistency_index,overall_growth_index,volume_rank,growth_rank,consistency_rank,overall_rank,growth_category,recommendation,expansion_priority
Janakpuri,848,403529.0,70.66666666666667,33627.416666666664,-0.8664695328072043,-1.213283768445344,-6.060606060606055,-18.88075615238315,13.349097190247754,15.001682198912167,0.4545454545454545,0.5653333333333334,12,89.35721812434141,0.2197040058442403,0.3382603752131893,26.71265535918199,0.6346974709708681,58.0651866043244,54.91178356227254,90.0,150.0,40.0,136.0,Stable,Strong presence - optimize pricing and improve service quality,60
Karol Bagh,869,410313.0,72.41666666666667,34192.75,-1.5749461342780402,-1.4227722611664253,-18.9873417721519,-14.643052241166156,8.150172449830274,8.625784382042314,0.5454545454545454,0.5793333333333334,12,91.5700737618546,0.1274980627468343,0.1927519232014738,15.359960692869011,0.7769677929889057,70.75138187285975,54.840420967561904,45.0,168.0,2.0,137.0,Stable,Strong presence - optimize pricing and improve service quality,60
Lal Quila,827,387948.0,68.91666666666667,32329.0,-0.5814308697933799,2.49746094402062,6.349206349206349,5.329885988411931,18.458687525155653,29.746824867153435,0.4545454545454545,0.5513333333333333,12,87.14436248682824,0.2568008678829442,0.4779501340047104,34.52605743316507,0.4948718149700805,48.277390684269264,54.436948924595285,136.0,122.0,103.0,138.0,Stable,Strong presence - optimize pricing and improve service quality,60
Delhi Gate,854,404321.0,71.16666666666667,33693.416666666664,1.326448409550582,1.685877581675242,-25.0,-14.48439295289161,20.812342228971243,19.883353365924545,0.4545454545454545,0.5693333333333334,12,89.98946259220232,0.5051051984743772,0.1250710631040364,35.309154432624084,0.4304632633271068,43.76879206926111,54.25113817148866,76.0,119.0,129.0,139.0,Stable,Strong presence - optimize pricing and improve service quality,60
Green Park,842,387193.0,70.16666666666667,32266.08333333333,-0.6369666840968683,1.0833012882908433,0.0,3.718326458456089,17.339581311804192,21.777523956382296,0.4545454545454545,0.5613333333333334,12,88.72497365648051,0.2495730608912882,0.4064809550881182,31.233621857002024,0.52549653244447,50.421120907476535,54.23727711198792,104.0,133.0,90.0,140.0,Stable,Strong presence - optimize pricing and improve service quality,60
Jor Bagh,884,424411.0,73.66666666666667,35367.583333333336,0.5300454694047386,1.3426355084640498,-17.500000000000004,-17.90939715420584,21.93489150805432,28.360323523621396,0.5454545454545454,0.5893333333333334,12,93.15068493150685,0.4014559261776726,0.2094940306992609,32.4671167986308,0.3997443252023283,44.34573912779933,54.235773937244176,23.0,128.0,126.0,141.0,Stable,Strong presence - optimize pricing and improve service quality,60
Ashok Vihar,796,386281.0,66.33333333333333,32190.08333333333,-0.3502447853186197,1.0369120228042985,8.47457627118644,-6.054741498479399,17.785592130116648,24.21103152149549,0.3636363636363636,0.5306666666666667,12,83.8777660695469,0.286888990632146,0.5018741388115358,37.2883049903902,0.5132912965710716,46.83948166906592,54.13049631773992,175.0,111.0,112.0,142.0,Stable,Strong presence - optimize pricing and improve service quality,60
Ghaziabad,851,410026.0,70.91666666666667,34168.833333333336,-0.989465219703687,0.2039384397900176,-12.16216216216216,-12.71247840383436,10.900576141101975,13.733317539098788,0.3636363636363636,0.5673333333333334,12,89.67334035827187,0.2036965141590399,0.2695788454742406,23.004944668512024,0.7017020720226503,60.02823595067643,54.1124507600893,83.0,155.0,32.0,143.0,Stable,Strong presence - optimize pricing and improve service quality,60
India Gate,868,420200.0,72.33333333333333,35016.666666666664,0.9119577173773986,2.759634123615997,-11.267605633802813,-15.862587908430523,23.977648495838466,36.03562291541732,0.4545454545454545,0.5786666666666667,12,91.46469968387775,0.4511605726425836,0.2796483277150109,38.25556746715545,0.343843593999724,37.70541521634431,54.05326145692881,48.0,106.0,159.0,144.0,Stable,Strong presence - optimize pricing and improve service quality,60
New Delhi Railway Station,847,400668.0,70.58333333333333,33389.0,0.0516722402480741,-0.4259951207806855,-9.589041095890416,-22.480777013354917,18.702106648004303,24.479899670957177,0.4545454545454545,0.5646666666666667,12,89.2518440463646,0.3391971943361843,0.2985429143271005,32.29354823325508,0.488210568900524,47.81110345940032,54.0363035450315,94.0,129.0,107.0,145.0,Stable,Strong presence - optimize pricing and improve service quality,60
Kashmere Gate,835,388083.0,69.58333333333333,32340.25,-0.182221917126557,0.1988662612507115,-18.9873417721519,-15.10174723529235,15.548242201912162,21.034623108880183,0.5454545454545454,0.5566666666666666,12,87.98735511064278,0.308756624639277,0.1927519232014738,26.235474406415577,0.5745171289586981,56.57983539074522,53.86434691298263,120.0,152.0,49.0,146.0,Stable,Strong presence - optimize pricing and improve service quality,60
Subhash Nagar,861,425853.0,71.75,35487.75,-0.5974729844937587,1.2357700448042253,-8.21917808219178,-18.19155201027892,17.528909828069366,25.489553026394614,0.4545454545454545,0.5740000000000001,12,90.72708113804003,0.2547130384300669,0.3139626344358173,27.84128768323671,0.5203154939949539,50.05844821601041,53.372173879509816,66.0,146.0,93.0,147.0,Stable,Strong presence - optimize pricing and improve service quality,60
Moolchand,848,394508.0,70.66666666666667,32875.666666666664,-0.9362246753550828,-0.1110268982933032,-4.225352112676061,-16.097730029457637,14.80180038806206,21.36883244157869,0.3636363636363636,0.5653333333333334,12,89.35721812434141,0.210625599173973,0.3589187198232029,26.994284743366503,0.594943759950024,52.55515410559259,53.371425566326806,90.0,149.0,70.0,148.0,Stable,Strong presence - optimize pricing and improve service quality,60
Kanhaiya Nagar,895,420907.0,74.58333333333333,35075.583333333336,0.3970467048750715,1.800278945829031,-21.176470588235297,-22.835742504167523,19.5261737827881,24.214469678148983,0.3636363636363636,0.5966666666666667,12,94.30979978925184,0.3841465662231045,0.168110223054543,29.773202895568,0.4656596949248492,43.50526955383035,53.25380196115185,14.0,139.0,132.0,149.0,Stable,Strong presence - optimize pricing and improve service quality,60
Barakhamba Road,946,460386.0,78.83333333333333,38365.5,0.1972186147346551,0.2732538619596444,-34.88372093023256,-28.03097292259159,19.797981467649763,24.08584900552625,0.5454545454545454,0.6306666666666667,12,99.68387776606956,0.3581395852296623,0.0138159895289343,22.04101469493711,0.4582215863191184,48.43914740597464,53.2533134295881,2.0,160.0,101.0,150.0,Stable,Strong presence - optimize pricing and improve service quality,60
Cyber Hub,864,411162.0,72.0,34263.5,-0.991507658210768,0.2121543965000384,-17.721518987341767,-13.663805181241562,14.550043050663788,15.444447280897894,0.5454545454545454,0.5760000000000001,12,91.04320337197048,0.2034306973792438,0.2070005253272501,20.48586285584464,0.6018331840618221,58.4919592479639,53.054893928318165,58.0,162.0,37.0,151.0,Stable,Strong presence - optimize pricing and improve service quality,60
Kirti Nagar,827,393920.0,68.91666666666667,32826.666666666664,0.1489939091477911,0.3716111714187969,-20.51282051282052,-30.4648713705431,18.62010258808608,21.11527264535579,0.5454545454545454,0.5513333333333333,12,87.14436248682824,0.3518632954411215,0.175580530896051,28.135018962309328,0.4904546375481529,50.69546099200706,52.60595462857432,136.0,145.0,87.0,152.0,Stable,Strong presence - optimize pricing and improve service quality,60
Raj Nagar Extension,845,408492.0,70.41666666666667,34041.0,1.1033141872938277,3.806177385965556,-26.25,-29.934226917135888,24.546235822879755,33.95741923534986,0.6363636363636364,0.5633333333333334,12,89.04109589041096,0.4760649996057385,0.1110005685048323,33.00392271653761,0.3282840107873223,42.07078984602165,52.53513480754483,99.0,125.0,140.0,153.0,Stable,Strong presence - optimize pricing and improve service quality,60
Aya Nagar,870,411024.0,72.5,34252.0,-2.144426837670028,0.8662088827985112,-13.043478260869568,1.350519804385142,9.66090256539952,16.030399430578573,0.4545454545454545,0.58,12,91.6754478398314,0.0533819871798787,0.2596584027485972,13.589255340736614,0.7356261558704726,65.13019454729671,52.47739485243308,44.0,170.0,12.0,154.0,Stable,Strong presence - optimize pricing and improve service quality,60
Jama Masjid,849,419219.0,70.75,34934.916666666664,-1.148357952690131,0.1288877446384414,-1.6129032258064502,1.062566410400656,17.73953420103177,24.33917481989616,0.4545454545454545,0.5660000000000001,12,89.46259220231822,0.1830171377817207,0.3883254781859194,26.514047394340025,0.5145516872729119,49.65498174546747,52.34089114207171,89.0,151.0,95.0,155.0,Stable,Strong presence - optimize pricing and improve service quality,60
Pulbangash,860,406207.0,71.66666666666667,33850.583333333336,0.5843398609610243,1.2460476024656832,-19.753086419753085,-31.963403297617297,21.34393338380608,24.24855141923689,0.3636363636363636,0.5733333333333334,12,90.62170706006324,0.4085221660054296,0.1841323984587202,31.876625898674583,0.4159160927954134,40.023217404769845,51.94412769891976,69.0,131.0,148.0,156.0,Stable,Strong presence - optimize pricing and improve service quality,60
Kherki Daula Toll,824,409104.0,68.66666666666667,34092.0,-0.2187512700707378,-0.0670872449897325,-18.42105263157895,-9.1556366955728,18.471810093042198,19.703262672881905,0.5454545454545454,0.5493333333333333,12,86.82824025289779,0.3040024472508303,0.1991262978366895,26.2051987485174,0.4945127114915463,50.9795261680446,51.82440942568967,148.0,153.0,82.0,157.0,Stable,Strong presence - optimize pricing and improve service quality,60
Vishwavidyalaya,895,430321.0,74.58333333333333,35860.083333333336,-0.4100267774700422,0.9775696118211256,-25.60975609756097,-21.192261185006046,18.053423082254493,17.0493409030056,0.4545454545454545,0.5966666666666667,12,94.30979978925184,0.2791085572979753,0.1182074072019856,21.47480972595794,0.5059620125922486,49.05370451782103,51.59897518250504,14.0,161.0,97.0,158.0,Stable,Strong presence - optimize pricing and improve service quality,60
Tilak Nagar,900,430719.0,75.0,35893.25,-1.9336776719128048,-0.8494757788394112,-18.9873417721519,-22.154954402636218,12.316597302654367,17.53979835773813,0.4545454545454545,0.6,12,94.83667017913592,0.0808103109174499,0.1927519232014738,12.55869558310595,0.662952177246863,60.04301604364404,51.48738410007637,11.0,171.0,31.0,159.0,Stable,Strong presence - optimize pricing and improve service quality,60
Saidulajab,862,428008.0,71.83333333333333,35667.333333333336,-0.22816878447816,0.8462382372034337,-13.432835820895528,-23.788009955632504,19.973676277115704,27.80234446573968,0.3636363636363636,0.5746666666666667,12,90.83245521601684,0.3027767881454103,0.2552756399921936,28.377632888412364,0.4534136388361914,42.64804562762431,51.39520340845729,62.0,143.0,136.0,160.0,Stable,Strong presence - optimize pricing and improve service quality,60
Khan Market,832,399239.0,69.33333333333333,33269.916666666664,-0.3197683330916066,0.0424926034851812,-11.764705882352944,-7.701971106391891,19.989041395583904,20.39294725172864,0.3636363636363636,0.5546666666666666,12,87.67123287671232,0.2908554025277835,0.2740527706250209,28.41343497666785,0.4529931672076407,42.61861261362576,50.45232763776857,125.0,142.0,137.0,161.0,Stable,Strong presence - optimize pricing and improve service quality,60
Noida Sector 62,834,389106.0,69.5,32425.5,0.3610971623533487,1.9401524523266416,-17.721518987341767,-18.011790484140235,23.38729264695284,29.32674121165056,0.4545454545454545,0.5559999999999999,12,87.88198103266596,0.3794678492898224,0.2070005253272501,31.04809197047935,0.3599988801251864,38.83628524512668,50.434716671529536,122.0,134.0,156.0,162.0,Stable,Strong presence - optimize pricing and improve service quality,60
Badshahpur,868,418624.0,72.33333333333333,34885.333333333336,-1.81194475610203,-1.6454140027812956,-15.000000000000002,-24.12345561226924,14.34486954261368,16.957546743815985,0.4545454545454545,0.5786666666666667,12,91.46469968387775,0.0966534570213959,0.2376350198976691,15.304608217190523,0.6074478260344072,56.15771145877213,50.40856662967119,48.0,169.0,51.0,163.0,Stable,Strong presence - optimize pricing and improve service quality,60
Vasant Kunj,873,413000.0,72.75,34416.666666666664,-0.0931688338709177,2.392842023356854,-27.77777777777778,-18.65047770700637,22.27087157080211,25.75645366418534,0.5454545454545454,0.582,12,91.99157007376184,0.3203465960092151,0.0938032973280273,22.972927653674,0.3905501179180485,43.70214461789976,49.89728546896808,39.0,156.0,130.0,164.0,Stable,Strong presence - optimize pricing and improve service quality,60
Laxmi Nagar,797,370702.0,66.41666666666667,30891.83333333333,-1.225944671217948,-2.9718389725306027,-20.895522388059707,-22.196615052214614,12.857797162724925,13.882835621722894,0.4545454545454545,0.5313333333333333,12,83.9831401475237,0.1729194767738083,0.1712726871611244,17.226076092873477,0.6481420612685017,59.00630792515875,49.78726485895412,174.0,165.0,36.0,165.0,Stable,Strong presence - optimize pricing and improve service quality,60
Nirman Vihar,846,416615.0,70.5,34717.916666666664,-1.5360814530402762,-2.1446119136753725,-11.111111111111116,-23.69263018534863,16.29421605351837,17.034136085355765,0.3636363636363636,0.5640000000000001,12,89.14646996838778,0.1325561755754986,0.2814098919840818,19.209766213893182,0.5541033039113812,49.69632218288759,49.33674413093989,98.0,163.0,94.0,166.0,Stable,Strong presence - optimize pricing and improve service quality,60
Vaishali,869,403419.0,72.41666666666667,33618.25,0.122592845653499,-1.4466789424807631,-13.6986301369863,-15.26733194814316,26.572433043109463,21.402059910953263,0.3636363636363636,0.5793333333333334,12,91.5700737618546,0.3484272822358696,0.2522837540009501,30.99698709419019,0.2728364431868371,30.007641932169506,48.8721095458833,45.0,136.0,171.0,167.0,Stable,Strong presence - optimize pricing and improve service quality,60
Sonipat,857,385030.0,71.41666666666667,32085.83333333333,-1.942297494373436,0.3753571827979985,-23.076923076923077,-26.53055896404981,13.26704839077759,23.94641051932212,0.4545454545454545,0.5713333333333334,12,90.30558482613276,0.0796884688443812,0.1467179778720427,10.650027245544583,0.6369427639313653,58.222357111559205,48.81839347952543,72.0,172.0,39.0,168.0,Stable,Strong presence - optimize pricing and improve service quality,60
Shastri Nagar,868,426250.0,72.33333333333333,35520.833333333336,-1.4559363506742236,-2.347213613769932,-20.73170731707317,-22.279752098532988,17.42308943850786,15.296340607779324,0.4545454545454545,0.5786666666666667,12,91.46469968387775,0.1429868019828609,0.1731166544183918,15.503874295707332,0.5232113045039901,50.261154951642936,48.71930610893914,48.0,167.0,91.0,169.0,Stable,Strong presence - optimize pricing and improve service quality,60
Meerut,834,391872.0,69.5,32656.0,0.2589648100401611,1.987611901820558,-20.833333333333336,-3.817560149314592,24.92636649437576,24.124468210700496,0.3636363636363636,0.5559999999999999,12,87.88198103266596,0.3661756532649384,0.17197271176805,28.84944766661831,0.3178816072629492,33.160803417497355,47.85261440169632,122.0,141.0,164.0,170.0,Stable,Strong presence - optimize pricing and improve service quality,60
Faridabad Sector 15,831,383063.0,69.25,31921.916666666668,-2.3879273120702305,-2.966747505798065,-19.17808219178082,-31.66662280586331,13.930517182970782,17.063453659283667,0.5454545454545454,0.5539999999999999,12,87.5658587987355,0.0216911863261533,0.1906048735660828,8.925666122212514,0.6187867175511548,59.67870659221719,47.743636066170815,128.0,175.0,34.0,171.0,Stable,Strong presence - optimize pricing and improve service quality,60
IMT Manesar,840,420213.0,70.0,35017.75,-1.590668336190671,-1.7166247304991955,-29.411764705882348,-43.11320241527498,17.893830078886154,21.9696856565849,0.5454545454545454,0.5599999999999999,12,88.51422550052686,0.1254518689107749,0.0754104939303749,10.543531891861493,0.5103293287421677,52.0866893755881,46.39768721957908,108.0,173.0,75.0,172.0,Stable,Strong presence - optimize pricing and improve service quality,60
Palam Vihar,818,378228.0,68.16666666666667,31519.0,-0.8651776914241102,0.67213073964791,-23.529411764705888,-24.53798471961943,20.236723435317487,21.96752858541824,0.3636363636363636,0.5453333333333333,12,86.19599578503689,0.2198721348308761,0.1416245861619235,18.857311536329508,0.4462152649854686,42.1441594580737,46.04497118746498,159.0,164.0,138.0,173.0,Stable,Strong presence - optimize pricing and improve service quality,60
Jhilmil,824,395684.0,68.66666666666667,32973.666666666664,-0.6678245161047229,1.3531772336777252,-34.14634146341463,-32.419786096256686,23.10839579885073,34.888645576466814,0.4545454545454545,0.5493333333333333,12,86.82824025289779,0.2455570136480643,0.0221162245732748,15.618069801814856,0.3676309860644844,39.37053266087754,44.106859794858536,148.0,166.0,150.0,174.0,Stable,Strong presence - optimize pricing and improve service quality,60
Chhatarpur,829,387506.0,69.08333333333333,32292.166666666668,-2.554594421087156,-1.288695160614994,-17.85714285714286,-13.911572132715367,17.232278561854024,23.43407809645012,0.3636363636363636,0.5526666666666666,12,87.35511064278188,0.0,0.2054738893852026,8.218955575408105,0.5284329082435175,47.89939448613713,43.86393376883895,134.0,176.0,106.0,175.0,Stable,Strong presence - optimize pricing and improve service quality,60
Mandi House,800,375836.0,66.66666666666667,31319.666666666668,-1.3766958415993094,1.0266287084137402,-36.11111111111112,-43.09526349477277,29.703737410668094,32.44434525110095,0.3636363636363636,0.5333333333333333,12,84.29926238145417,0.1532996984929255,0.0,9.197981909575532,0.187147247256434,24.00939821704129,36.17179094337885,171.0,174.0,174.0,176.0,Declining,Urgent intervention required - analyze root causes,50
